"","user","item","rating","prediction","MAE"
"2293","4193761","530136",4,"-1.04624844337226",5.04624844337226
"2294","4726648","530136",3,"-0.218650337811894",3.21865033781189
"2297","1283321","533623",3,"0.512312521302243",2.48768747869776
"2303","4458062","538723",3,"0.641055324205292",2.35894467579471
"2309","4456680","538723",2,"0.221025787553141",1.77897421244686
"2316","4830630","539579",3,"-0.0440289207642597",3.04402892076426
"2320","619612","543930",3,"-0.186307376814294",3.18630737681429
"2323","3653201","543930",3,"-0.12919848933055",3.12919848933055
"2324","4381542","543930",2,"-0.627466679636346",2.62746667963635
"2326","1609969","543932",3,"-0.523730223283406",3.52373022328341
"2342","2724950","546221",4,"0.456011761112906",3.54398823888709
"2346","549167","546221",4,"-0.633173819973302",4.6331738199733
"2351","3181427","549310",1,"1.53719616577369",0.53719616577369
"2354","2944771","549310",3,"1.30588090754471",1.69411909245529
"2356","5527039","550783",3,"0.496262759203161",2.50373724079684
"2361","3556952","551495",1,"0.309077723002037",0.690922276997963
"2362","5694124","551495",2,"-0.232129682795377",2.23212968279538
"2364","3192554","551495",3,"0.0794213669013486",2.92057863309865
"2375","5207679","551606",2,"1.21175447627556",0.78824552372444
"2386","4187551","552145",3,"-0.69730897475736",3.69730897475736
"2388","241336","553216",1,"1.17963675659691",0.17963675659691
"2389","692831","553216",3,"0.0598039217287746",2.94019607827123
"2398","3133489","553514",3,"-0.191648911761063",3.19164891176106
"2408","4364462","555225",5,"0.56630919674339",4.43369080325661
"2411","2524784","555225",3,"1.35804298726016",1.64195701273984
"2419","453818","561022",1,"0.851042951679604",0.148957048320396
"2420","2923773","561022",3,"1.74854522120565",1.25145477879435
"2435","3146203","561713",2,"-1.30679591074504",3.30679591074504
"2441","4891238","561713",4,"-0.80182563410742",4.80182563410742
"2443","5023084","561713",3,"-1.12973867909152",4.12973867909152
"2447","3651457","563682",4,"0.209290706691712",3.79070929330829
"2448","270282","563682",3,"-2.62535168462074",5.62535168462074
"2454","571678","564826",1,"-0.0133925113376413",1.01339251133764
"2456","5299179","564826",4,"2.33515284626799",1.66484715373201
"2457","2191037","564826",3,"0.655953593285367",2.34404640671463
"2464","3356377","565735",4,"0.405473477376778",3.59452652262322
"2466","4503528","568005",3,"-0.867575141873705",3.86757514187371
"2471","1518360","568005",1,"0.224279876768578",0.775720123231422
"2472","57920","568005",1,"-0.568561612960286",1.56856161296029
"2475","627962","568446",5,"-1.91355552138756",6.91355552138756
"2479","5268852","570478",1,"-2.29358165499884",3.29358165499884
"2481","3765319","570478",3,"-0.210971968192721",3.21097196819272
"2486","5039682","570753",3,"0.686569872586095",2.31343012741391
"2491","5646772","570753",5,"-0.777393842825002",5.777393842825
"2498","2293300","571029",3,"0.175316611356259",2.82468338864374
"2500","3595270","571029",3,"1.87082582630829",1.12917417369171
"2506","3026717","571029",1,"1.48936289465839",0.48936289465839
"2517","4179993","572208",3,"2.00555648511896",0.99444351488104
"2524","4891238","575603",2,"-1.23316930172257",3.23316930172257
"2525","5379475","575603",2,"-0.128268802317735",2.12826880231774
"2529","2461413","575615",3,"-0.628840903948068",3.62884090394807
"2534","4799505","579851",2,"1.45358700964716",0.54641299035284
"2539","3042726","579851",2,"0.361816764616857",1.63818323538314
"2548","1856394","581342",1,"0.254026665948371",0.745973334051629
"2549","2900177","581342",3,"-0.0782508081476681",3.07825080814767
"2554","1030587","581869",4,"-2.79664445919176",6.79664445919176
"2562","4519705","582028",3,"-0.789126498841213",3.78912649884121
"2565","2296343","582028",5,"-0.740150085071344",5.74015008507134
"2578","5719622","582030",1,"1.64420386187632",0.64420386187632
"2581","2969181","582030",2,"1.5686838219592",0.4313161780408
"2584","3061513","582030",3,"0.273548292105629",2.72645170789437
"2587","2188439","582030",3,"-0.592977311539214",3.59297731153921
"2597","3977053","582135",2,"0.288722203933701",1.7112777960663
"2601","1347048","582135",1,"-0.164880996772441",1.16488099677244
"2602","3855104","582135",3,"1.34707026686579",1.65292973313421
"2604","2944771","582135",3,"1.05665446345431",1.94334553654569
"2609","2547605","582280",2,"0.476556516320039",1.52344348367996
"2610","3544416","582280",3,"-0.472481029696036",3.47248102969604
"2611","4156667","582280",2,"0.157519404143427",1.84248059585657
"2612","2724950","582280",3,"0.407033442425942",2.59296655757406
"2614","522491","582382",5,"-0.513741195578696",5.5137411955787
"2615","4100482","582382",3,"0.973946617116887",2.02605338288311
"2618","4309450","582382",3,"0.775873847774237",2.22412615222576
"2623","3133489","584938",1,"0.256074951640234",0.743925048359766
"2631","4831627","584938",2,"0.747624904809854",1.25237509519015
"2637","4688823","588020",3,"0.670549229823545",2.32945077017646
"2643","195580","588020",3,"0.292525532205575",2.70747446779442
"2648","5669252","588059",3,"0.36856214602388",2.63143785397612
"2649","1856394","588059",2,"1.35576314412946",0.64423685587054
"2651","3093794","588059",4,"1.00947404198626",2.99052595801374
"2653","2296088","588059",2,"-1.86875411837316",3.86875411837316
"2671","1500608","589237",3,"0.291810274145069",2.70818972585493
"2684","3204169","590236",3,"0.061276838259409",2.93872316174059
"2689","1518360","590236",3,"0.186121468434391",2.81387853156561
"2691","142145","590386",3,"-0.660280317105067",3.66028031710507
"2692","3327797","590386",3,"1.01473393588181",1.98526606411819
"2696","2976221","590386",3,"-0.605135281123473",3.60513528112347
"2697","4309450","590386",2,"-0.154881377197146",2.15488137719715
"2701","2778131","590681",4,"-1.15040755570715",5.15040755570715
"2702","4976553","590681",3,"-1.35388611757915",4.35388611757915
"2707","5646772","591951",4,"0.259364125056255",3.74063587494375
"2714","262799","593101",2,"-1.21350605132959",3.21350605132959
"2719","4443833","593101",3,"1.41239793908472",1.58760206091528
"2722","3597538","593101",2,"0.488734934940298",1.5112650650597
"2725","1305208","593101",3,"1.46937407042063",1.53062592957937
"2735","1336633","593483",5,"0.357140204794764",4.64285979520524
"2742","4938413","593483",3,"0.0407753001812595",2.95922469981874
"2746","4502294","594474",4,"0.654842353054202",3.3451576469458
"2749","1448980","595990",3,"-0.044027867088123",3.04402786708812
"2750","2574458","595990",3,"0.686453402784016",2.31354659721598
"2752","2341442","595990",2,"-0.743018312408166",2.74301831240817
"2763","3955041","600983",2,"-0.198965563892225",2.19896556389223
"2764","3093794","600983",3,"-0.0654168995696966",3.0654168995697
"2775","5495353","601498",3,"1.29247504343402",1.70752495656598
"2781","1030587","601882",5,"1.65931461185983",3.34068538814017
"2783","453818","606871",2,"-0.367707688477777",2.36770768847778
"2786","4415881","606871",3,"1.41817250495352",1.58182749504648
"2790","3279032","606871",3,"0.750451380975545",2.24954861902446
"2802","2411384","608432",3,"1.50875193336172",1.49124806663828
"2803","3680046","608432",2,"-3.60092315585887",5.60092315585887
"2805","2188439","609202",3,"-0.566609238782887",3.56660923878289
"2810","1882741","609202",3,"0.751561615585023",2.24843838441498
"2813","1626796","609250",4,"1.27805125158558",2.72194874841442
"2817","5582413","609250",4,"0.811369723724816",3.18863027627518
"2824","522491","612698",4,"-0.322258795139813",4.32225879513981
"2825","796812","612698",3,"-1.93540499366728",4.93540499366728
"2835","3984496","613088",1,"-0.616230386561892",1.61623038656189
"2844","2210060","613110",3,"-0.365584353500639",3.36558435350064
"2848","1670066","613110",3,"0.893738676292483",2.10626132370752
"2851","5379475","613110",1,"-0.483935176347822",1.48393517634782
"2856","1954555","619662",5,"0.0495640588893692",4.95043594111063
"2858","294984","619662",4,"0.602585199263257",3.39741480073674
"2860","3886540","619662",2,"-1.00273530268593",3.00273530268593
"2861","3597538","619662",3,"-1.55075886242302",4.55075886242302
"2863","1696020","619662",3,"-0.843958277506445",3.84395827750645
"2884","3545120","623123",3,"-1.89238597494337",4.89238597494337
"2891","1882741","623652",2,"-0.0367278927077244",2.03672789270772
"2903","4959941","623734",5,"-1.44001786537481",6.44001786537481
"2909","3386366","623734",4,"-0.67631572412506",4.67631572412506
"2916","4945128","626872",2,"1.9967647859794",0.00323521402060001
"2921","549167","626872",5,"-0.484276226910715",5.48427622691071
"2922","2819553","626872",3,"-1.91990948235563",4.91990948235563
"2925","4415881","626872",1,"-0.084941038687759",1.08494103868776
"2928","3680046","627188",3,"2.03875159415974",0.96124840584026
"2933","4188252","627188",1,"-0.754922846914344",1.75492284691434
"2935","3892282","627213",1,"-0.920307380342361",1.92030738034236
"2939","4522084","627213",1,"-1.1828196742326",2.1828196742326
"2942","1464510","627213",4,"-2.56759265805121",6.56759265805121
"2946","2358043","627213",2,"1.37280249187817",0.62719750812183
"2951","2865695","628465",4,"-1.2451473195405",5.2451473195405
"2955","5023084","628465",3,"0.728648651278258",2.27135134872174
"2956","4976553","628465",4,"-0.684051355709747",4.68405135570975
"2960","3892282","629670",1,"-1.6027026304866",2.6027026304866
"2965","521338","629670",4,"0.883097849234934",3.11690215076507
"2966","468497","631543",5,"0.332454199646355",4.66754580035365
"2969","2816647","631543",3,"0.703196889043017",2.29680311095698
"2971","3281295","631543",2,"1.03448904141271",0.96551095858729
"2983","798559","632434",1,"0.0674748873995603",0.93252511260044
"2996","312863","634170",3,"-2.54087330929336",5.54087330929336
"2997","739084","637742",4,"-0.898895270515232",4.89889527051523
"3000","4175055","637742",5,"0.534263819808646",4.46573618019135
"3010","2740598","638555",2,"-0.640353330873606",2.64035333087361
"3020","2809789","639480",2,"0.410426893294815",1.58957310670519
"3030","1448980","639981",3,"0.253681445274155",2.74631855472584
"3033","522491","640062",3,"1.03514856650067",1.96485143349933
"3045","5039682","640623",3,"-0.594533492646747",3.59453349264675
"3050","3977053","640623",3,"2.83886904499066",0.16113095500934
"3055","1005087","640623",4,"-2.02417067373264",6.02417067373264
"3056","1539253","640623",3,"-0.0537938341950232",3.05379383419502
"3057","3466926","640623",1,"1.53810508030484",0.53810508030484
"3074","2574458","641875",4,"2.67617779735757",1.32382220264243
"3093","4309450","642247",2,"0.317967276943531",1.68203272305647
"3097","887792","643845",2,"0.461677046778325",1.53832295322167
"3108","2315881","643845",3,"0.805036282100646",2.19496371789935
"3110","458267","645568",3,"0.913893781201751",2.08610621879825
"3114","2709101","645568",3,"0.202120998726099",2.7978790012739
"3117","4690432","645579",3,"-0.0585416784737362",3.05854167847374
"3123","3386366","645579",2,"0.287539136993726",1.71246086300627
"3125","4252277","645579",3,"-0.0734934699577396",3.07349346995774
"3126","4579320","645579",3,"1.72287469366067",1.27712530633933
"3134","3886540","647264",2,"-1.65164537287672",3.65164537287672
"3138","4945128","647264",3,"-1.80210512252474",4.80210512252474
"3145","3505991","650232",2,"2.48640648209973",0.48640648209973
"3156","3765319","650245",3,"-0.493900742009856",3.49390074200986
"3157","1670066","650245",4,"0.886522681004467",3.11347731899553
"3160","549167","650245",4,"-0.0762781522622327",4.07627815226223
"3161","1336633","652575",4,"0.913525200944695",3.0864747990553
"3173","3545120","652888",2,"1.20832504648734",0.79167495351266
"3175","3644216","652888",3,"-1.05291883650627",4.05291883650627
"3179","4179993","652888",2,"-0.200924252193683",2.20092425219368
"3182","3287406","653459",4,"0.420127272794343",3.57987272720566
"3189","195580","653459",1,"-0.43750887191288",1.43750887191288
"3190","619612","653459",3,"0.316578831871697",2.6834211681283
"3191","5604808","653596",2,"1.98104836965007",0.01895163034993
"3194","1283321","653596",4,"-1.10183176963096",5.10183176963096
"3199","4179993","653596",3,"-0.0914432719079056",3.09144327190791
"3203","505271","654931",2,"-2.16372982073008",4.16372982073008
"3215","2707013","655216",4,"-0.531789432996162",4.53178943299616
"3217","2191136","655216",2,"1.36256655704058",0.63743344295942
"3234","4735650","658049",2,"0.0102597175011062",1.98974028249889
"3248","1542832","660856",5,"-0.760728179220748",5.76072817922075
"3254","201541","663390",3,"-0.100583311488533",3.10058331148853
"3259","187580","663697",2,"-0.130079487626981",2.13007948762698
"3263","1185852","664697",3,"0.0957075548695301",2.90429244513047
"3268","5560205","664697",1,"1.1329293315134",0.1329293315134
"3271","3093794","664697",2,"1.07460220959274",0.92539779040726
"3274","4489932","664697",1,"-0.138735340848429",1.13873534084843
"3284","4155386","665134",3,"-0.132589162361544",3.13258916236154
"3286","3241444","665134",3,"1.96107598817365",1.03892401182635
"3292","3146203","665250",3,"1.82557125497398",1.17442874502602
"3304","3287406","666142",4,"-0.728419264853218",4.72841926485322
"3315","2816647","667305",3,"0.584231455437548",2.41576854456245
"3317","2387332","667305",2,"1.62119276830313",0.37880723169687
"3319","4663170","667333",2,"1.06617108334771",0.93382891665229
"3321","1305208","667333",2,"1.90801532455581",0.09198467544419
"3325","1899420","667333",2,"0.526436585805293",1.47356341419471
"3329","2699033","667928",2,"0.55033565784824",1.44966434215176
"3331","3855104","667928",3,"1.00296675152331",1.99703324847669
"3340","4502294","669729",3,"0.790232604778871",2.20976739522113
"3348","4959941","670745",5,"0.794768067044432",4.20523193295557
"3386","4522084","675886",2,"-2.5140723652193",4.5140723652193
"3390","4180511","675886",3,"0.321027339108789",2.67897266089121
"3392","5446448","676922",4,"-0.2532219926399",4.2532219926399
"3394","1477191","676922",4,"0.365362264750348",3.63463773524965
"3396","4726648","676922",3,"0.472319068935629",2.52768093106437
"3398","1539253","678393",2,"2.39436442746158",0.39436442746158
"3400","1486411","678393",4,"-0.215286365882565",4.21528636588257
"3405","5403147","678393",3,"-1.50637799273453",4.50637799273453
"3408","3590237","679838",4,"-0.315874569600667",4.31587456960067
"3413","4579320","679838",2,"-0.276852508504635",2.27685250850464
"3423","1365084","682461",3,"-0.0514700085139479",3.05147000851395
"3434","4668971","682748",3,"-0.0901369355198496",3.09013693551985
"3447","4309450","685990",3,"-0.495791800084674",3.49579180008467
"3451","2698418","685990",5,"-0.311406336269116",5.31140633626912
"3456","4688823","686018",3,"-0.514909767764779",3.51490976776478
"3458","5582413","686018",4,"-1.48992297556289",5.48992297556289
"3459","2865695","686018",3,"-1.12212828524727",4.12212828524727
"3470","2737248","689623",2,"0.00442449266696389",1.99557550733304
"3476","2191037","690757",3,"-0.472311687801244",3.47231168780124
"3478","5681109","690757",3,"1.62584143094978",1.37415856905022
"3480","1539253","692906",2,"-0.0474543856024529",2.04745438560245
"3482","1663866","692906",1,"0.121987952462971",0.878012047537029
"3497","4272620","693432",1,"1.67149516999363",0.67149516999363
"3508","2047798","693675",4,"-0.263750851355833",4.26375085135583
"3515","5720466","694850",5,"-0.233833907184393",5.23383390718439
"3517","4519705","694850",3,"-0.612314882282221",3.61231488228222
"3522","1259411","696113",1,"0.0885922152639822",0.911407784736018
"3524","2952948","696113",3,"0.04697960582254",2.95302039417746
"3528","57920","696113",2,"-0.520717560972323",2.52071756097232
"3530","4363352","696113",2,"1.22593622267529",0.77406377732471
"3533","2536879","698672",5,"-1.49176662461593",6.49176662461593
"3546","739084","699991",1,"0.279751575788111",0.720248424211889
"3549","532034","700797",2,"-0.288811892530471",2.28881189253047
"3558","4280207","700797",1,"-1.34679940221993",2.34679940221993
"3565","5495353","700901",3,"0.0221461743126981",2.9778538256873
"3568","458267","700901",3,"0.995232221186525",2.00476777881348
"3574","5558015","700993",3,"0.0794392740523541",2.92056072594765
"3575","4165820","700993",2,"0.642295150831007",1.35770484916899
"3578","4108308","700993",3,"0.407861691460294",2.59213830853971
"3582","2667507","700993",3,"1.61092095697331",1.38907904302669
"3583","2991842","700993",1,"-1.99240918650656",2.99240918650656
"3589","627962","702120",2,"1.44858714780282",0.55141285219718
"3599","262799","702124",3,"-0.0342108754931703",3.03421087549317
"3604","1350388","702124",3,"0.0740387241297371",2.92596127587026
"3607","4726648","702894",5,"-0.517981514554335",5.51798151455433
"3614","2030990","702894",5,"0.837722908459889",4.16227709154011
"3616","1135786","703616",3,"1.71148905488159",1.28851094511841
"3618","5093231","703616",2,"-0.8016956151884",2.8016956151884
"3624","1421901","703616",3,"-0.828360130399153",3.82836013039915
"3627","3093794","703616",2,"0.260219208917786",1.73978079108221
"3630","4799505","705423",5,"0.79309718931193",4.20690281068807
"3633","4330819","705423",5,"0.596934412316269",4.40306558768373
"3637","2342196","705509",1,"0.304059033602036",0.695940966397964
"3638","2912814","705509",1,"1.36964685790554",0.36964685790554
"3647","2113812","705935",3,"0.677069219165907",2.32293078083409
"3654","1899420","706170",3,"1.233442394563",1.766557605437
"3670","5351733","713715",5,"-0.555899114652819",5.55589911465282
"3671","531200","713715",4,"1.09794065735766",2.90205934264234
"3672","57920","713715",3,"0.189374669843515",2.81062533015649
"3679","4286813","714243",4,"-0.15977116086088",4.15977116086088
"3680","1421901","714243",4,"-0.417791249301797",4.4177912493018
"3697","3984496","714520",3,"-1.82003431678513",4.82003431678513
"3698","5127223","714520",3,"-1.84924089934858",4.84924089934858
"3702","1486411","714884",2,"1.33833029067628",0.66166970932372
"3704","4100544","714884",1,"0.403615333954731",0.596384666045269
"3715","2296343","715799",5,"1.3610230301768",3.6389769698232
"3717","3955041","715799",3,"-0.649289286138215",3.64928928613821
"3740","3892282","716781",3,"0.282092167407926",2.71790783259207
"3744","5446448","716781",2,"-1.14550155588046",3.14550155588046
"3745","4108308","716781",1,"0.933055695435925",0.066944304564075
"3746","2131687","716781",3,"0.505734764057585",2.49426523594241
"3747","1219810","719623",4,"0.131632562629845",3.86836743737015
"3748","5445555","719623",3,"-0.131419747347528",3.13141974734753
"3755","3544416","721291",3,"-0.778582220100434",3.77858222010043
"3760","627962","721291",4,"-1.2636971762852",5.2636971762852
"3766","4937229","721897",3,"0.742034409145473",2.25796559085453
"3777","4456680","724346",3,"-0.173300534284553",3.17330053428455
"3778","5537923","724346",3,"-1.34215114756863",4.34215114756863
"3779","3765319","724346",3,"-1.49530133229503",4.49530133229503
"3780","453818","724346",5,"-1.20872089082453",6.20872089082453
"3782","2707013","724346",3,"0.196802527581855",2.80319747241814
"3789","2941133","728144",5,"0.361655732397503",4.6383442676025
"3794","2724950","728145",3,"1.55359561914327",1.44640438085673
"3795","3960806","728145",4,"1.47730435882843",2.52269564117157
"3796","3886755","728145",3,"1.06291202905239",1.93708797094761
"3800","5706763","728145",3,"0.366212549405091",2.63378745059491
"3805","4156667","728527",3,"-1.53028040332251",4.53028040332251
"3806","3724795","728527",4,"1.46814166981969",2.53185833018031
"3810","1256454","728713",3,"0.761412813686795",2.2385871863132
"3812","3821129","728713",3,"1.28850646520798",1.71149353479202
"3823","2131687","729260",3,"1.39128169035398",1.60871830964602
"3831","187580","729317",1,"0.291781846597614",0.708218153402386
"3834","2324005","729317",2,"0.600163620388975",1.39983637961102
"3836","2324005","729395",2,"-0.926619230851196",2.9266192308512
"3837","4412129","729395",2,"0.815181317655185",1.18481868234482
"3865","1772563","731834",2,"0.934062540934294",1.06593745906571
"3871","4100482","731834",3,"-1.40906470001485",4.40906470001485
"3875","2510107","732509",4,"0.263867297579413",3.73613270242059
"3879","3466926","732509",4,"1.72284227825212",2.27715772174788
"3889","673543","733654",3,"1.91683333591022",1.08316666408978
"3891","4641285","734886",1,"-0.612274954848777",1.61227495484878
"3895","3892282","734886",1,"0.380167563579847",0.619832436420153
"3900","5435558","735973",4,"-1.1332118780638",5.1332118780638
"3905","4155386","735973",2,"2.39629356801074",0.39629356801074
"3906","808981","735973",3,"-1.1925534389014",4.1925534389014
"3913","5619477","740374",5,"-0.0545272920517381",5.05452729205174
"3917","3399045","740616",2,"0.214172825979083",1.78582717402092
"3927","3597538","740995",3,"-0.705910234980367",3.70591023498037
"3931","1350388","741043",3,"0.890628987293626",2.10937101270637
"3935","294984","741043",2,"0.43230821839916",1.56769178160084
"3941","2191136","741398",4,"1.06272948941718",2.93727051058282
"3943","4189952","741398",1,"-1.97685342693906",2.97685342693906
"3956","3556952","742160",3,"-0.65181396548482",3.65181396548482
"3961","4651226","742634",2,"-0.985985244670904",2.9859852446709
"3963","2510107","742634",1,"-1.47766369252746",2.47766369252746
"3967","3608337","744158",2,"-0.798305845537115",2.79830584553712
"3971","1336633","744158",2,"0.646247767153853",1.35375223284615
"3972","2296343","744158",3,"0.788039619853212",2.21196038014679
"3973","1899420","744158",3,"0.913879029131932",2.08612097086807
"3976","2008330","744158",4,"-0.771129169445861",4.77112916944586
"3986","1319480","744386",3,"1.24346043691217",1.75653956308783
"3997","1502797","744520",4,"-0.408221738674581",4.40822173867458
"4003","1219810","744574",3,"-0.269764921491178",3.26976492149118
"4008","505271","744574",1,"-0.117024248035897",1.1170242480359
"4009","3505809","744574",3,"-0.00467038041419423",3.00467038041419
"4013","1406783","744659",3,"-0.123982329373203",3.1239823293732
"4020","2900177","746067",3,"0.453516856429108",2.54648314357089
"4024","1337152","746067",3,"-0.387353293101399",3.3873532931014
"4025","5379475","746067",1,"-0.395388401830959",1.39538840183096
"4031","3886540","746067",3,"1.36024287714359",1.63975712285641
"4038","2131687","746807",3,"-1.41187853373996",4.41187853373996
"4049","4202425","750743",3,"0.284106784009689",2.71589321599031
"4054","2293300","751774",3,"2.26535661478632",0.73464338521368
"4057","2450395","751774",3,"-1.53298386079843",4.53298386079843
"4058","3892074","751774",3,"-1.29641913452351",4.29641913452351
"4061","1552059","751774",1,"1.95516446790308",0.95516446790308
"4070","5646154","753720",3,"-0.263193448175061",3.26319344817506
"4081","358394","754020",2,"0.500222889216408",1.49977711078359
"4087","3478967","754613",1,"-0.277665460596268",1.27766546059627
"4092","2686549","754613",2,"2.11966639135507",0.11966639135507
"4095","4937229","754613",2,"0.958305720098393",1.04169427990161
"4097","4489932","754613",3,"1.17148493052295",1.82851506947705
"4099","306166","754613",2,"-2.1953669794341",4.1953669794341
"4103","2526812","755431",3,"0.420585854230738",2.57941414576926
"4115","4117053","758475",4,"1.04514753980765",2.95485246019235
"4116","5484579","758475",3,"0.61524250085243",2.38475749914757
"4117","4644013","758475",2,"0.0660441800248193",1.93395581997518
"4121","4415881","758475",3,"0.660029056071741",2.33997094392826
"4126","5011601","758600",1,"2.67072664380893",1.67072664380893
"4129","3042726","758600",3,"-0.293097682982063",3.29309768298206
"4132","798559","758600",3,"-0.0174895155536557",3.01748951555366
"4133","4799505","758600",1,"1.04928397983554",0.04928397983554
"4143","4905127","759299",4,"-0.201930253627428",4.20193025362743
"4149","3192554","759402",3,"-0.0384324236737107",3.03843242367371
"4154","2008330","759402",2,"1.08936264305554",0.91063735694446
"4155","2047798","759402",3,"1.25647538272359",1.74352461727641
"4161","399461","760035",4,"-0.523101343730645",4.52310134373065
"4164","3718408","760035",3,"-1.00110983042944",4.00110983042944
"4178","4945128","761411",3,"-0.454101359685524",3.45410135968552
"4186","4897970","768274",5,"1.23953560574081",3.76046439425919
"4192","3224082","768274",5,"0.113774106483875",4.88622589351612
"4194","187580","768274",3,"-3.24729466922619",6.24729466922619
"4214","4875280","770281",3,"1.1060026618898",1.8939973381102
"4217","2450395","771217",4,"-1.04910237374724",5.04910237374724
"4219","1468271","771217",3,"1.50069534437094",1.49930465562906
"4228","2778131","771343",3,"0.980011418769625",2.01998858123038
"4230","2395278","771343",3,"-0.820797045445278",3.82079704544528
"4231","4175055","771343",4,"-0.374944073668437",4.37494407366844
"4236","5706763","771758",4,"-0.560958771497997",4.560958771498
"4242","5720466","771758",4,"1.10876857471207",2.89123142528793
"4244","4330819","771758",4,"0.17135284901214",3.82864715098786
"4245","3644216","771758",5,"0.731239070968811",4.26876092903119
"4246","2691000","771758",4,"-0.0215940585191656",4.02159405851917
"4248","1738291","772511",3,"-0.132571615293232",3.13257161529323
"4258","216385","772511",3,"0.041384885382134",2.95861511461787
"4260","2724950","772511",3,"-1.04357043668014",4.04357043668014
"4267","798559","775655",2,"0.751488225355837",1.24851177464416
"4271","4106698","775655",1,"2.05871921886375",1.05871921886375
"4280","4722235","776288",2,"-0.338902452902981",2.33890245290298
"4285","1030587","778820",1,"-2.4246854341517",3.4246854341517
"4287","2826744","778820",2,"-0.541454453374611",2.54145445337461
"4288","1552059","778820",2,"1.01579257490445",0.98420742509555
"4297","1626796","779175",2,"-0.241884515679345",2.24188451567935
"4300","4691280","779175",3,"-0.467415437943218",3.46741543794322
"4304","4106698","779225",2,"-0.917547790075677",2.91754779007568
"4312","1772563","779297",3,"-0.599979400340483",3.59997940034048
"4323","5023084","780674",1,"-0.0733390842019421",1.07333908420194
"4330","3327797","780873",2,"-0.817349256795808",2.81734925679581
"4351","195580","782254",5,"0.274758958717847",4.72524104128215
"4354","2105984","782254",2,"0.0525646482364051",1.94743535176359
"4355","4830630","782254",1,"0.628608552872026",0.371391447127974
"4357","3821129","782254",2,"0.340040603501301",1.6599593964987
"4358","4521818","783348",5,"-2.49688709218009",7.49688709218009
"4364","4663170","783348",3,"-0.795370416519129",3.79537041651913
"4370","4503528","784277",4,"-0.186840146851106",4.18684014685111
"4391","532034","785432",3,"-0.255743354245865",3.25574335424586
"4392","57920","785432",3,"-1.01905744189182",4.01905744189182
"4400","4663170","787331",1,"-0.0564925154535609",1.05649251545356
"4404","3308880","788351",3,"2.89951968540482",0.10048031459518
"4406","57920","788351",2,"1.51644538601844",0.48355461398156
"4408","2493425","788351",2,"0.374400134710645",1.62559986528936
"4414","3477524","788351",2,"0.61205889354163",1.38794110645837
"4427","2699033","789743",5,"1.28234927319928",3.71765072680072
"4428","57920","789743",1,"-1.28247847187018",2.28247847187018
"4431","4117053","791690",5,"0.858863145341585",4.14113685465841
"4437","505271","791690",3,"0.927711251158373",2.07228874884163
"4452","4179993","793845",2,"1.55144324431249",0.44855675568751
"4457","2952948","793845",3,"0.332315625057019",2.66768437494298
"4463","2188439","794322",4,"-0.446317414340792",4.44631741434079
"4465","195580","794322",2,"-0.140320908306025",2.14032090830603
"4466","2526812","794322",3,"-1.96672411488338",4.96672411488338
"4471","2047798","794927",2,"-0.503666854190177",2.50366685419018
"4472","4309450","794927",1,"0.541725673790585",0.458274326209415
"4474","3724795","794927",1,"0.0752456070305065",0.924754392969493
"4475","3260805","794927",1,"1.52969844366157",0.52969844366157
"4486","4260264","796683",3,"0.363014470313911",2.63698552968609
"4489","2826744","798189",2,"-0.539609698443392",2.53960969844339
"4492","4579810","798189",2,"0.00687525662301021",1.99312474337699
"4493","5196152","798189",3,"-0.000626161505695176",3.0006261615057
"4495","5022420","798189",3,"0.470728779779792",2.52927122022021
"4496","2354909","798941",3,"0.479562067313116",2.52043793268688
"4500","1352286","798941",3,"-0.19698155411967",3.19698155411967
"4501","1899420","798941",3,"-0.2524340416249",3.2524340416249
"4507","3085202","800095",2,"1.4557014511744",0.5442985488256
"4508","4937229","800095",1,"0.751878899005026",0.248121100994974
"4512","798559","800095",4,"-0.36359418035705",4.36359418035705
"4519","5134169","800723",3,"-0.297417753582784",3.29741775358278
"4523","3960806","801544",3,"-1.55272885153874",4.55272885153874
"4524","2674028","801544",1,"0.0618508088711051",0.938149191128895
"4532","510307","802052",3,"-0.0406089326333225",3.04060893263332
"4533","4668971","802052",3,"-0.314081159571852",3.31408115957185
"4534","186729","802052",3,"-0.477301668074871",3.47730166807487
"4536","3788782","802052",4,"0.126055591672924",3.87394440832708
"4543","2064560","805368",2,"-0.0432589671641919",2.04325896716419
"4559","3984496","807531",2,"-0.822284214799937",2.82228421479994
"4561","4959941","807531",3,"0.33862210700023",2.66137789299977
"4566","399461","807531",4,"-0.413574757389052",4.41357475738905
"4567","4202425","809177",1,"-1.83863143014043",2.83863143014043
"4579","4937229","810730",3,"0.299777365538772",2.70022263446123
"4581","4100544","810730",4,"-0.282804704346388",4.28280470434639
"4587","4905127","811651",3,"1.0797910222267",1.9202089777733
"4588","4175055","811651",3,"0.0651450812752012",2.9348549187248
"4598","4537149","814991",2,"1.08648994387442",0.91351005612558
"4602","1598424","815050",3,"-0.447218245425959",3.44721824542596
"4608","950010","815872",1,"-0.223321045665955",1.22332104566595
"4612","494281","815872",1,"1.31904978479862",0.31904978479862
"4614","5299179","816048",3,"-0.67395621810331",3.67395621810331
"4616","2686549","816048",2,"2.16413055279544",0.16413055279544
"4621","3026717","816048",3,"0.208351640591257",2.79164835940874
